Country,Region,Year,Happiness_Rank,Happiness_Score,GDP_per_Capita,Social_support,Life_Expectancy,Freedom,Generosity,Corruption
Bulgaria,Europa,2016,129,4.217,1.11306,0.92542,0.67806,0.21219,0.12793,0.00615
Mauritania,Africa,2016,130,4.201,0.61391,0.84142,0.28639,0.1268,0.22686,0.17955
Zimbabwe,Africa,2016,131,4.193,0.35041,0.71478,0.1595,0.25429,0.18503,0.08582
Malawi,Africa,2016,132,4.156,0.08709,0.147,0.29364,0.4143,0.30968,0.07564
Sudan,Africa,2016,133,4.139,0.63069,0.81928,0.29759,0.0,0.18077,0.10039
Gabon,Africa,2016,134,4.121,1.15851,0.72368,0.3494,0.28098,0.06244,0.09314
Mali,Africa,2016,135,4.073,0.31292,0.86333,0.16347,0.27544,0.21064,0.13647
Haiti,North_America,2016,136,4.028,0.34097,0.29561,0.27494,0.12072,0.47958,0.14476
Botswana,Africa,2016,137,3.974,1.09426,0.89186,0.34752,0.44089,0.12425,0.10769
Comoros,Africa,2016,138,3.956,0.27509,0.60323,0.29981,0.15412,0.1827,0.18437
Ivory Coast,Africa,2016,139,3.916,0.55507,0.57576,0.04476,0.40663,0.20338,0.1553
Cambodia,Africa,2016,140,3.907,0.55604,0.5375,0.42494,0.58852,0.40339,0.08092
Angola,Africa,2016,141,3.866,0.84731,0.66366,0.04991,0.00589,0.12071,0.08434
Niger,Africa,2016,142,3.856,0.1327,0.6053,0.26162,0.38041,0.2097,0.17176
Sudan,Africa,2016,143,3.832,0.39394,0.18519,0.15781,0.19662,0.25899,0.13015
Chad,Africa,2016,144,3.763,0.42214,0.63178,0.03824,0.12807,0.18667,0.04952
Burkina Faso,Africa,2016,145,3.739,0.31995,0.63054,0.21297,0.3337,0.24353,0.12533
Uganda,Africa,2016,145,3.739,0.34719,0.90981,0.19625,0.43653,0.27102,0.06442
Yemen,Asia,2016,147,3.724,0.57939,0.47493,0.31048,0.2287,0.09821,0.05892
Madagascar,Africa,2016,148,3.695,0.27954,0.46115,0.37109,0.13684,0.2204,0.07506
Tanzania,Africa,2016,149,3.666,0.47155,0.77623,0.357,0.3176,0.31472,0.05099
Liberia,Africa,2016,150,3.622,0.10706,0.50353,0.23165,0.25748,0.24063,0.04852
Guinea,Africa,2016,151,3.607,0.22415,0.3109,0.18829,0.30953,0.29914,0.1192
Rwanda,Africa,2016,152,3.515,0.32846,0.61586,0.31865,0.5432,0.23552,0.50521
Benin,Africa,2016,153,3.484,0.39499,0.10419,0.21028,0.39747,0.2018,0.06681
Afghanistan,Asia,2016,154,3.36,0.38227,0.11037,0.17344,0.1643,0.31268,0.07112
Togo,Africa,2016,155,3.303,0.28123,0.0,0.24811,0.34678,0.17517,0.11587
Syria,Asia,2016,156,3.069,0.74719,0.14866,0.62994,0.06912,0.48397,0.17233
Burundi,Africa,2016,157,2.905,0.06831,0.23442,0.15747,0.0432,0.2029,0.09419
Norway,Europa,2017,1,7.53700017929077,1.61646318435669,1.53352355957031,0.796666502952576,0.635422587394714,0.36201223731041,0.315963834524155
Denmark,Europa,2017,2,7.52199983596802,1.48238301277161,1.55112159252167,0.792565524578094,0.626006722450256,0.355280488729477,0.40077006816864
Iceland,Europa,2017,3,7.50400018692017,1.480633020401,1.6105740070343,0.833552122116089,0.627162635326385,0.475540220737457,0.153526559472084
Switzerland,Europa,2017,4,7.49399995803833,1.56497955322266,1.51691174507141,0.858131289482117,0.620070576667786,0.290549278259277,0.367007285356522
Finland,Europa,2017,5,7.4689998626709,1.44357192516327,1.5402467250824,0.80915766954422,0.617950856685638,0.24548277258873,0.38261154294014
Netherlands,Europa,2017,6,7.3769998550415,1.50394463539124,1.42893922328949,0.810696125030518,0.585384488105774,0.470489829778671,0.282661825418472
Canada,North_America,2017,7,7.31599998474121,1.47920441627502,1.48134899139404,0.83455765247345,0.611100912094116,0.435539722442627,0.287371516227722
New Zealand,Oceania,2017,8,7.31400012969971,1.40570604801178,1.54819512367249,0.816759705543518,0.614062130451202,0.500005125999451,0.382816702127457
Sweden,Europa,2017,9,7.28399991989136,1.49438726902008,1.47816216945648,0.830875158309937,0.612924098968506,0.385399252176285,0.384398728609085
Australia,Oceania,2017,10,7.28399991989136,1.484414935112,1.51004195213318,0.84388679265976,0.601607382297516,0.477699249982834,0.301183730363846
Israel,Asia,2017,11,7.21299982070923,1.37538242340088,1.37628996372223,0.83840399980545,0.405988603830338,0.330082654953003,0.0852421000599861
Costa Rica,North_America,2017,12,7.0789999961853,1.10970628261566,1.41640365123749,0.759509265422821,0.580131649971008,0.214613229036331,0.100106589496136
Austria,Europa,2017,13,7.00600004196167,1.48709726333618,1.4599449634552,0.815328419208527,0.567766189575195,0.316472321748734,0.221060365438461
United States,North_America,2017,14,6.99300003051758,1.54625928401947,1.41992056369781,0.77428662776947,0.505740523338318,0.392578780651093,0.135638788342476
Ireland,Europa,2017,15,6.97700023651123,1.53570663928986,1.55823111534119,0.80978262424469,0.573110342025757,0.42785832285881,0.29838815331459
Germany,Europa,2017,16,6.95100021362305,1.48792338371277,1.47252035140991,0.798950731754303,0.562511384487152,0.336269170045853,0.276731938123703
Belgium,Europa,2017,17,6.89099979400635,1.46378076076508,1.46231269836426,0.818091869354248,0.539770722389221,0.231503337621689,0.251343131065369
Luxembourg,Europa,2017,18,6.86299991607666,1.74194359779358,1.45758366584778,0.845089495182037,0.59662789106369,0.283180981874466,0.31883442401886
United Kingdom,Europa,2017,19,6.71400022506714,1.44163393974304,1.49646008014679,0.805335938930511,0.508190035820007,0.492774158716202,0.265428066253662
Chile,South_America,2017,20,6.65199995040894,1.25278460979462,1.28402495384216,0.819479703903198,0.376895278692245,0.326662421226501,0.0822879821062088
United Arab Emirates,Asia,2017,21,6.64799976348877,1.62634336948395,1.26641023159027,0.726798236370087,0.60834527015686,0.3609419465065,0.324489563703537
Brazil,South_America,2017,22,6.63500022888184,1.10735321044922,1.43130600452423,0.616552352905273,0.437453746795654,0.16234989464283,0.111092761158943
Czech Republic,Europa,2017,23,6.60900020599365,1.35268235206604,1.43388521671295,0.754444003105164,0.490946173667908,0.0881067588925362,0.0368729270994663
Argentina,South_America,2017,24,6.59899997711182,1.18529546260834,1.44045114517212,0.695137083530426,0.494519203901291,0.109457060694695,0.059739887714386
Mexico,North_America,2017,25,6.57800006866455,1.15318381786346,1.210862159729,0.709978997707367,0.412730008363724,0.120990432798862,0.132774114608765
Singapore,Asia,2017,26,6.57200002670288,1.69227766990662,1.35381436347961,0.949492394924164,0.549840569496155,0.345965981483459,0.46430778503418
Malta,Europa,2017,27,6.52699995040894,1.34327983856201,1.48841166496277,0.821944236755371,0.588767051696777,0.574730575084686,0.153066068887711
Uruguay,South_America,2017,28,6.4539999961853,1.21755969524384,1.41222786903381,0.719216823577881,0.57939225435257,0.175096929073334,0.178061872720718
Guatemala,North_America,2017,29,6.4539999961853,0.872001945972443,1.25558519363403,0.540239989757538,0.531310617923737,0.283488392829895,0.0772232785820961
Panama,North_America,2017,30,6.4520001411438,1.23374843597412,1.37319254875183,0.706156134605408,0.550026834011078,0.21055693924427,0.070983923971653
France,Europa,2017,31,6.44199991226196,1.43092346191406,1.38777685165405,0.844465851783752,0.470222115516663,0.129762306809425,0.172502428293228
Thailand,Asia,2017,32,6.42399978637695,1.12786877155304,1.42579245567322,0.647239029407501,0.580200731754303,0.572123110294342,0.0316127352416515
Taiwan,Asia,2017,33,6.42199993133545,1.43362653255463,1.38456535339355,0.793984234333038,0.361466586589813,0.258360475301743,0.0638292357325554
Spain,Europa,2017,34,6.40299987792969,1.38439786434174,1.53209090232849,0.888960599899292,0.408781230449677,0.190133571624756,0.0709140971302986
Qatar,Asia,2017,35,6.375,1.87076568603516,1.27429687976837,0.710098087787628,0.604130983352661,0.330473870038986,0.439299255609512
Colombia,South_America,2017,36,6.35699987411499,1.07062232494354,1.4021829366684,0.595027923583984,0.477487415075302,0.149014472961426,0.0466687418520451
Saudi Arabia,Asia,2017,37,6.3439998626709,1.53062355518341,1.28667759895325,0.590148329734802,0.449750572443008,0.147616013884544,0.27343225479126
Trinidad and Tobago,South_America,2017,38,6.16800022125244,1.36135590076447,1.3802285194397,0.519983291625977,0.518630743026733,0.325296461582184,0.00896481610834599
Kuwait,Asia,2017,39,6.10500001907349,1.63295245170593,1.25969874858856,0.632105708122253,0.496337592601776,0.228289797902107,0.215159550309181
Slovakia,Europa,2017,40,6.09800004959106,1.32539355754852,1.50505924224854,0.712732911109924,0.295817464590073,0.136544480919838,0.0242108516395092
Bahrain,Asia,2017,41,6.08699989318848,1.48841226100922,1.32311046123505,0.653133034706116,0.536746919155121,0.172668486833572,0.257042169570923
Malaysia,Asia,2017,42,6.08400011062622,1.29121541976929,1.28464603424072,0.618784427642822,0.402264982461929,0.416608929634094,0.0656007081270218
Nicaragua,South_America,2017,43,6.07100009918213,0.737299203872681,1.28721570968628,0.653095960617065,0.447551846504211,0.301674216985703,0.130687981843948
Ecuador,South_America,2017,44,6.00799989700317,1.00082039833069,1.28616881370544,0.685636222362518,0.4551981985569,0.150112465023994,0.140134647488594
El Salvador,North_America,2017,45,6.00299978256226,0.909784495830536,1.18212509155273,0.596018552780151,0.432452529668808,0.0782579854130745,0.0899809598922729
Poland,Europa,2017,46,5.97300004959106,1.29178786277771,1.44571197032928,0.699475347995758,0.520342111587524,0.158465966582298,0.0593078061938286
Uzbekistan,Asia,2017,47,5.97100019454956,0.786441087722778,1.54896914958954,0.498272627592087,0.658248662948608,0.415983647108078,0.246528223156929
Italy,Europa,2017,48,5.96400022506714,1.39506661891937,1.44492328166962,0.853144347667694,0.256450712680817,0.17278964817524,0.0280280914157629
Russia,Asia,2017,49,5.96299982070923,1.28177809715271,1.46928238868713,0.547349333763123,0.373783111572266,0.0522638224065304,0.0329628810286522
Belize,North_America,2017,50,5.95599985122681,0.907975316047668,1.08141779899597,0.450191766023636,0.547509372234344,0.240015640854836,0.0965810716152191
Japan,Asia,2017,51,5.92000007629395,1.41691517829895,1.43633782863617,0.913475871086121,0.505625545978546,0.12057276815176,0.163760736584663
Lithuania,Europa,2017,52,5.90199995040894,1.31458234786987,1.47351610660553,0.62894994020462,0.234231784939766,0.010164656676352,0.0118656428530812
Algeria,Africa,2017,53,5.87200021743774,1.09186446666718,1.1462174654007,0.617584645748138,0.233335807919502,0.0694366469979286,0.146096110343933
Latvia,Europa,2017,54,5.84999990463257,1.26074862480164,1.40471494197845,0.638566970825195,0.325707912445068,0.153074786067009,0.0738427266478539
South Korea,Asia,2017,55,5.83799982070923,1.40167844295502,1.12827444076538,0.900214076042175,0.257921665906906,0.206674367189407,0.0632826685905457
Moldova,Europa,2017,56,5.83799982070923,0.728870630264282,1.25182557106018,0.589465200901031,0.240729048848152,0.208779126405716,0.0100912861526012
Romania,Europa,2017,57,5.82499980926514,1.21768391132355,1.15009129047394,0.685158312320709,0.457003742456436,0.133519917726517,0.00438790069893003
Bolivia,South_America,2017,58,5.82299995422363,0.833756566047668,1.22761905193329,0.473630249500275,0.558732926845551,0.22556072473526,0.0604777261614799
Turkmenistan,Asia,2017,59,5.82200002670288,1.13077676296234,1.49314916133881,0.437726080417633,0.41827192902565,0.24992498755455,0.259270340204239
Kazakhstan,Asia,2017,60,5.81899976730347,1.28455626964569,1.38436901569366,0.606041550636292,0.437454283237457,0.201964423060417,0.119282886385918
Cyprus,Europa,2017,61,5.80999994277954,1.3469113111496,1.18630337715149,0.834647238254547,0.471203625202179,0.266845703125,0.155353352427483
Slovenia,Europa,2017,62,5.75799989700317,1.3412059545517,1.45251882076263,0.790828227996826,0.572575807571411,0.242649093270302,0.0451289787888527
Peru,South_America,2017,63,5.71500015258789,1.03522527217865,1.21877038478851,0.630166113376617,0.450002878904343,0.126819714903831,0.0470490865409374
Mauritius,Africa,2017,64,5.62900018692017,1.18939554691315,1.20956099033356,0.638007462024689,0.491247326135635,0.360933750867844,0.0421815551817417
Cyprus,Europa,2017,65,5.62099981307983,1.35593807697296,1.13136327266693,0.84471470117569,0.355111539363861,0.271254301071167,0.0412379764020443
Estonia,Europa,2017,66,5.61100006103516,1.32087934017181,1.47667109966278,0.695168316364288,0.479131430387497,0.0988908112049103,0.183248922228813
Belarus,Europa,2017,67,5.56899976730347,1.15655755996704,1.44494521617889,0.637714266777039,0.295400261878967,0.15513750910759,0.156313821673393
Libya,Africa,2017,68,5.52500009536743,1.10180306434631,1.35756433010101,0.520169019699097,0.465733230113983,0.152073666453362,0.0926102101802826
Turkey,Asia,2017,69,5.5,1.19827437400818,1.33775317668915,0.637605607509613,0.300740599632263,0.0466930419206619,0.0996715798974037
Paraguay,South_America,2017,70,5.49300003051758,0.932537317276001,1.50728487968445,0.579250693321228,0.473507791757584,0.224150657653809,0.091065913438797
Hong Kong,Asia,2017,71,5.47200012207031,1.55167484283447,1.26279091835022,0.943062424659729,0.490968644618988,0.374465793371201,0.293933749198914
Philippines,Asia,2017,72,5.42999982833862,0.85769921541214,1.25391757488251,0.468009054660797,0.585214674472809,0.193513423204422,0.0993318930268288
Serbia,Europa,2017,73,5.39499998092651,1.06931757926941,1.25818979740143,0.65078467130661,0.208715528249741,0.220125883817673,0.0409037806093693
Jordan,Asia,2017,74,5.33599996566772,0.991012394428253,1.23908889293671,0.604590058326721,0.418421149253845,0.172170460224152,0.11980327218771
Hungary,Europa,2017,75,5.32399988174438,1.2860119342804,1.34313309192657,0.687763452529907,0.175863519310951,0.0784016624093056,0.0366369374096394
Jamaica,North_America,2017,76,5.31099987030029,0.925579309463501,1.36821806430817,0.641022384166718,0.474307239055634,0.233818337321281,0.0552677810192108
Croatia,Europa,2017,77,5.29300022125244,1.22255623340607,0.96798300743103,0.701288521289825,0.255772292613983,0.248002976179123,0.0431031100451946
Kosovo,Europa,2017,78,5.27899980545044,0.951484382152557,1.13785350322723,0.541452050209045,0.260287940502167,0.319931447505951,0.0574716180562973
China,Asia,2017,79,5.27299976348877,1.08116579055786,1.16083741188049,0.741415500640869,0.472787708044052,0.0288068410009146,0.0227942746132612
Pakistan,Asia,2017,80,5.26900005340576,0.72688353061676,0.672690689563751,0.402047783136368,0.23521526157856,0.315446019172668,0.124348066747189
Indonesia,Asia,2017,81,5.26200008392334,0.995538592338562,1.27444469928741,0.492345720529556,0.443323463201523,0.611704587936401,0.0153171354904771
Venezuela,South_America,2017,82,5.25,1.12843120098114,1.43133759498596,0.617144227027893,0.153997123241425,0.0650196298956871,0.0644911229610443
Montenegro,Europa,2017,83,5.23699998855591,1.12112903594971,1.23837649822235,0.667464673519135,0.194989055395126,0.197911024093628,0.0881741940975189
Morocco,Africa,2017,84,5.2350001335144,0.878114581108093,0.774864435195923,0.59771066904068,0.408158332109451,0.0322099551558495,0.0877631828188896
Azerbaijan,Asia,2017,85,5.23400020599365,1.15360176563263,1.15240025520325,0.540775775909424,0.398155838251114,0.0452693402767181,0.180987507104874
Dominican Republic,North_America,2017,86,5.23000001907349,1.07937383651733,1.40241670608521,0.574873745441437,0.55258983373642,0.186967849731445,0.113945253193378
Greece,Europa,2017,87,5.22700023651123,1.28948748111725,1.23941457271576,0.810198903083801,0.0957312509417534,0.0,0.04328977689147
Lebanon,Asia,2017,88,5.22499990463257,1.07498753070831,1.12962424755096,0.735081076622009,0.288515985012054,0.264450758695602,0.037513829767704
Portugal,Europa,2017,89,5.19500017166138,1.3151752948761,1.36704301834106,0.795843541622162,0.498465299606323,0.0951027125120163,0.0158694516867399
Bosnia and Herzegovina,Europa,2017,90,5.18200016021729,0.982409417629242,1.0693359375,0.705186307430267,0.204403176903725,0.328867495059967,0.0
Honduras,North_America,2017,91,5.18100023269653,0.730573117733002,1.14394497871399,0.582569479942322,0.348079860210419,0.236188873648643,0.0733454525470734
Macedonia,Europa,2017,92,5.17500019073486,1.06457793712616,1.20789301395416,0.644948184490204,0.325905978679657,0.25376096367836,0.0602777935564518
Somalia,Africa,2017,93,5.15100002288818,0.0226431842893362,0.721151351928711,0.113989137113094,0.602126955986023,0.291631311178207,0.282410323619843
Vietnam,Asia,2017,94,5.07399988174438,0.788547575473785,1.27749133110046,0.652168989181519,0.571055591106415,0.234968051314354,0.0876332372426987
